case_id,channel,observation_index,time,diameter,mec_radius,particle_count
4,11,11,3883.077124,19.15413275191419,9.582446146467028,270
4,12,0,71.0,1501.235833560834,750.617916790417,8658
4,12,1,395.8,53.47725586786688,26.738627943933484,8462
4,12,2,686.217562,14.78180315331033,7.390901586655165,7767
4,13,0,77.0,1500.5997782588008,750.3172710392118,8517
4,13,1,401.8,1500.5997782588008,750.3172710392118,7928
4,13,2,844.141191,77.7236492000603,38.86182461003015,5559
4,13,3,1070.122285,46.67277376930435,23.33638689465223,1952
4,13,4,1157.286496,14.610639401111882,7.305319710555958,4984
4,14,0,407.8,1144.080959124324,572.0404795721621,9929
4,14,1,850.141191,1144.080959124324,572.0404795721621,9392
4,14,2,1383.242176,1144.080959124324,572.0404795721621,9392
4,14,3,1701.179341,1144.080959124324,572.0404795721621,9392
4,14,4,1977.258349,1144.080959124324,572.0404795721621,9392
4,14,5,2253.337357,1144.080959124324,572.0404795721621,1071
4,14,6,2529.416365,1144.080959124324,572.0404795721621,1064
4,14,7,2968.779499,59.24321116503971,29.621605592519856,1322
4,14,8,3131.848741,24.750656836981975,12.375328428491045,1261
4,15,0,89.0,1501.8089947055887,750.9044973627944,8634
4,15,1,413.8,1501.8089947055887,750.9044973627944,8144
4,15,2,856.141191,1501.8089947055887,750.9044973627944,8107
4,15,3,1389.242176,1501.8089947055887,750.9044973627944,7282
4,15,4,1707.179341,1501.8089947055887,750.9044973627944,7282
4,15,5,1983.258349,1501.8089947055887,750.9044973627944,7282
4,15,6,2259.337357,1501.8089947055887,750.9044973627944,7282
4,15,7,2535.416365,1501.8089947055887,750.9044973627944,7282
4,15,8,2974.779499,1501.8089947055887,750.9044973627944,7208
4,15,9,3370.651746,1501.8089947055887,750.9044973627944,7208
4,15,10,3650.877124,1501.8089947055887,750.9044973627944,7208
4,15,11,3889.077124,76.22517658722902,38.11258830361451,319
4,15,12,4402.431448,13.366064513412057,6.683032266706045,7147
4,16,0,2980.779499,1089.2238273964233,544.6119137082118,5512
4,16,1,3376.651746,41.74770502662233,20.87385252331121,7324
4,16,2,3488.573921,16.474187140804528,8.238109895619857,7106
4,17,0,101.0,1500.2616053829308,750.231766612154,8773
4,17,1,425.8,42.50354683759546,21.25177342879773,10633
4,17,2,868.141191,34.17461129398991,17.100134846933766,6250
4,19,0,4538.710764,1049.7846464393924,524.8923232296963,9250
4,19,1,4696.631064,48.377061974487084,24.188530997243564,451
4,19,2,5003.306472,48.377061974487084,24.188530997243564,413
4,19,3,5279.699561,48.377061974487084,24.188530997243564,413
