time_s,radius_m,mean_dry_basis_C,conditional_dry_mass_ratio,material_water_budget_relative
0.000000000000000000e+00,2.000000000000000042e-02,2.549999999999999378e+00,1.000000000000000000e+00,-1.741526313137500678e-16
6.000000000000000000e+01,1.994987326860841667e-02,2.539185621505186674e+00,9.972356158729951403e-01,1.052426193837340733e-04
1.200000000000000000e+02,1.990016802588997005e-02,2.529600985859638662e+00,9.943653646551622316e-01,1.207113973871563336e-04
1.800000000000000000e+02,1.985089669902912607e-02,2.520647157295998753e+00,9.914564184574513606e-01,1.270373858725297944e-04
2.400000000000000000e+02,1.980207171521035717e-02,2.512140820885058634e+00,9.885317966204524298e-01,1.307192567002631847e-04
3.000000000000000000e+02,1.975370550161812191e-02,2.503984517578992985e+00,9.856032640941364553e-01,1.333496372384819527e-04
3.600000000000000000e+02,1.970581048543689276e-02,2.496113473455468856e+00,9.826789722568696206e-01,1.351802166290888433e-04
4.200000000000000000e+02,1.965839909385113174e-02,2.488483291786129925e+00,9.797656430775364411e-01,1.366301184075695003e-04
4.800000000000000000e+02,1.961148375404530783e-02,2.481060992640054419e+00,9.768685001267121137e-01,1.377325534262954343e-04
5.400000000000000000e+02,1.956507689320388307e-02,2.473821633658777941e+00,9.739917447616930346e-01,1.387381008754908884e-04
6.000000000000000000e+02,1.951919093851132644e-02,2.466743770918945255e+00,9.711387189212395965e-01,1.395544056864270644e-04
6.600000000000000000e+02,1.947383831715210345e-02,2.459809361121778615e+00,9.683129981896010374e-01,1.403036119113076907e-04
7.200000000000000000e+02,1.942903145631067960e-02,2.453002904045495036e+00,9.655177880238615673e-01,1.408603943881961223e-04
7.800000000000000000e+02,1.938478278317152387e-02,2.446312743329973838e+00,9.627562127449810214e-01,1.413921867034342926e-04
8.400000000000000000e+02,1.934110472491909483e-02,2.439728789467668690e+00,9.600306834100860165e-01,1.418236274418093791e-04
9.000000000000000000e+02,1.929800970873786492e-02,2.433242629394443135e+00,9.573440106108384029e-01,1.422512174730347829e-04
9.600000000000000000e+02,1.925551016181229619e-02,2.426845656691990705e+00,9.546983795300796327e-01,1.426568698980297057e-04
1.020000000000000000e+03,1.921361851132686108e-02,2.420530363668914386e+00,9.520959955977247313e-01,1.429173562789154417e-04
1.080000000000000000e+03,1.917234718446601816e-02,2.414291925040538800e+00,9.495386291963370251e-01,1.433210280557049951e-04
1.140000000000000000e+03,1.913170860841423987e-02,2.408123047013613682e+00,9.470280027344146756e-01,1.435562010099636170e-04
1.200000000000000000e+03,1.909171521035598826e-02,2.402019071238820302e+00,9.445666382795973037e-01,1.438318182378713105e-04
1.260000000000000000e+03,1.905237941747572883e-02,2.395975478396779934e+00,9.421566123517691738e-01,1.440208669914945408e-04
1.320000000000000000e+03,1.901371365695792709e-02,2.389988182224224822e+00,9.397998750831615400e-01,1.442676504330632915e-04
1.380000000000000000e+03,1.897573035598705202e-02,2.384053706307624587e+00,9.374971303854281457e-01,1.444795101052218805e-04
1.440000000000000000e+03,1.893844194174757259e-02,2.378168037652925726e+00,9.352511342942859685e-01,1.446396194439937208e-04
1.500000000000000000e+03,1.890186084142394737e-02,2.372328418659254368e+00,9.330640634730235083e-01,1.447364422420299344e-04
